industry,country,layoff_count,workforce_percentage,total_funding_million_usd,stock_price_change_7d,revenue_growth_percent,market_cap_billion_usd,ai_automation_flag,year,hiring_status,company_size_encoded
Tech,USA,18,3.57,1159.68,-1.97,10.14,164.51,0,2025,Freeze,2
Finance,Canada,557,37.27,138.86,7.81,-0.97,23.17,0,2024,Freeze,0
Healthcare,India,404,32.34,656.78,-6.19,16.79,406.32,0,2021,Slowdown,0
Manufacturing,UK,118,36.03,764.74,9.03,-23.57,124.01,0,2024,Hiring,1
Energy,Japan,120,8.26,71.72,5.55,-19.9,313.3,1,2020,Slowdown,1
EdTech,UK,42,6.89,1781.88,8.84,-0.21,370.3,0,2020,Freeze,1
Manufacturing,Canada,22,4.53,282.86,-3.74,-8.43,161.35,1,2025,Hiring,0
Manufacturing,Singapore,151,10.35,1550.24,2.09,11.07,0.33,1,2021,Freeze,2
AI,Singapore,476,34.61,761.58,-0.97,17.12,168.81,0,2021,Hiring,0
Retail,Australia,22,1.75,1248.09,-2.28,15.51,315.32,0,2021,Freeze,2
Finance,Brazil,79,5.62,1446.91,-11.53,-15.98,43.2,0,2022,Hiring,2
Manufacturing,Singapore,23,15.7,813.44,0.9,-24.53,67.85,0,2020,Slowdown,1
Healthcare,Canada,41,15.22,1409.56,0.85,3.97,133.12,0,2020,Freeze,1
Tech,India,114,37.7,970.77,-24.05,-6.56,76.28,0,2020,Slowdown,2
Manufacturing,Singapore,5,1.2,374.16,-4.22,-3.99,26.1,0,2020,Slowdown,0
Retail,UK,222,18.83,1078.85,-14.91,15.31,374.93,1,2026,Freeze,1
Energy,Australia,294,33.04,1370.38,-7.46,6.28,42.35,0,2021,Hiring,1
Finance,Singapore,349,27.39,1310.15,-3.0,34.34,438.17,0,2020,Slowdown,1
Tech,Germany,313,17.38,1267.48,-7.16,5.36,381.0,0,2025,Hiring,2
Finance,UK,253,9.49,159.55,8.6,-4.89,385.51,0,2023,Hiring,1
Energy,India,423,34.09,1261.46,-15.88,10.22,93.4,1,2025,Hiring,2
AI,India,532,18.32,175.44,-4.07,9.83,497.94,0,2023,Hiring,0
Retail,Germany,13,3.84,825.45,-1.24,4.77,169.51,0,2026,Hiring,0
Energy,USA,588,25.86,458.03,-10.2,-1.3,271.0,0,2022,Slowdown,2
Manufacturing,Japan,878,37.26,532.3,1.08,5.67,196.76,0,2022,Freeze,2
Energy,Canada,36,16.71,1532.33,-1.81,-5.97,312.78,0,2021,Slowdown,2
Manufacturing,UK,2,1.21,441.76,-0.11,0.13,91.58,0,2020,Freeze,0
AI,USA,111,4.44,113.23,-6.56,9.94,398.87,0,2022,Freeze,1
AI,India,814,28.84,1966.77,4.22,8.99,1.15,0,2022,Slowdown,0
AI,Brazil,31,3.32,210.07,1.76,20.72,71.02,0,2024,Hiring,2
Manufacturing,Canada,466,32.33,1139.08,-0.35,-16.27,17.04,0,2026,Hiring,0
Manufacturing,India,701,33.35,1789.51,6.55,11.08,483.34,0,2022,Freeze,0
Retail,UK,300,33.45,1099.38,-1.51,19.98,212.5,0,2023,Freeze,2
Retail,Germany,112,14.08,1367.49,-13.82,-5.6,480.4,0,2022,Freeze,0
Finance,Germany,175,28.34,346.69,-7.42,11.42,447.69,0,2021,Slowdown,0
Retail,Japan,170,14.8,351.71,-3.15,-16.59,345.35,0,2021,Freeze,2
Tech,Singapore,122,34.17,455.42,-9.45,-1.48,433.48,0,2022,Slowdown,0
Healthcare,UK,46,6.73,1435.97,9.73,9.98,212.91,0,2020,Hiring,0
Tech,Singapore,10,5.19,1292.17,-26.82,11.83,52.58,0,2022,Freeze,2
Retail,Germany,743,38.34,1026.9,1.93,-7.52,255.23,0,2022,Slowdown,2
Retail,Singapore,223,28.07,1832.72,14.99,27.42,82.8,0,2026,Slowdown,2
FinTech,Australia,243,25.89,511.79,-7.16,-1.85,166.31,1,2020,Slowdown,0
FinTech,Australia,265,26.92,1728.91,1.41,25.82,66.72,0,2025,Hiring,2
Retail,Germany,511,32.01,147.67,-21.61,-6.26,368.82,0,2023,Hiring,1
Retail,Brazil,295,16.68,15.62,2.09,-4.3,13.17,0,2025,Freeze,0
FinTech,Japan,123,6.54,1983.06,-17.32,24.63,213.93,0,2025,Slowdown,1
EdTech,Australia,308,37.2,1330.85,-4.78,-4.77,176.53,1,2026,Hiring,2
AI,Canada,294,28.53,1668.04,-5.42,3.59,415.71,1,2024,Hiring,1
Manufacturing,Singapore,204,27.55,1461.78,1.12,4.83,252.92,0,2024,Freeze,2
Healthcare,Japan,10,1.35,1735.27,2.62,15.22,197.72,0,2020,Hiring,2
Manufacturing,Canada,7,4.69,662.92,-1.92,4.74,484.85,0,2021,Freeze,2
FinTech,USA,388,38.86,1852.15,-2.66,25.14,497.1,0,2021,Freeze,1
FinTech,Germany,19,34.93,1883.94,-10.61,25.54,409.54,0,2024,Slowdown,2
Finance,Brazil,130,12.85,378.9,-3.04,-8.97,338.54,0,2026,Slowdown,1
Energy,Singapore,147,13.64,648.37,1.68,36.24,243.61,0,2021,Hiring,0
FinTech,Canada,63,2.61,66.34,9.53,20.12,231.44,0,2023,Hiring,1
EdTech,Germany,28,6.24,16.82,5.73,3.12,14.94,0,2021,Hiring,0
Manufacturing,Japan,210,37.23,256.93,-1.89,23.24,223.86,0,2020,Hiring,2
EdTech,Brazil,122,9.75,1093.65,8.67,14.63,28.45,0,2026,Hiring,1
AI,Canada,2,1.11,1031.29,-8.74,13.49,391.39,0,2024,Slowdown,1
AI,USA,155,29.97,1010.56,1.76,-15.2,24.1,0,2025,Freeze,2
Finance,USA,491,26.24,1035.75,-1.33,-9.27,237.97,0,2025,Hiring,1
AI,USA,195,22.78,414.23,-11.77,-23.14,162.85,0,2021,Hiring,2
Manufacturing,Australia,17,5.47,450.03,5.38,12.01,343.24,0,2020,Slowdown,1
Manufacturing,UK,262,38.42,384.76,-14.2,19.73,5.23,0,2021,Hiring,1
AI,Canada,166,8.41,933.13,13.33,-10.25,249.84,0,2022,Slowdown,0
FinTech,Singapore,378,13.0,1060.77,-6.96,21.64,21.45,0,2023,Slowdown,2
Energy,India,161,8.44,1645.57,-7.71,21.74,341.78,0,2025,Freeze,1
EdTech,Brazil,35,35.13,769.36,10.32,-31.03,178.66,0,2024,Hiring,2
Retail,Australia,370,21.32,939.52,-16.34,-4.65,39.24,0,2026,Hiring,2
EdTech,Germany,179,14.49,1115.64,5.78,-33.0,304.8,0,2020,Freeze,1
Tech,Japan,36,9.25,126.87,-0.58,18.39,227.62,0,2025,Freeze,1
Retail,Germany,20,5.12,1502.46,-6.72,25.97,152.4,0,2023,Slowdown,2
EdTech,USA,67,5.34,1662.05,6.41,11.57,271.14,0,2023,Hiring,1
Retail,Germany,46,2.15,1220.39,-6.87,-8.78,154.44,0,2022,Slowdown,0
EdTech,UK,359,31.36,1821.98,-14.3,-10.87,159.82,0,2025,Freeze,2
Retail,India,253,13.47,1645.34,-6.53,0.69,98.68,0,2025,Hiring,1
AI,USA,48,15.69,1619.02,-8.9,19.42,68.82,0,2021,Slowdown,0
Finance,Brazil,128,12.51,1969.59,8.41,-9.56,158.08,1,2025,Freeze,0
Healthcare,Germany,290,22.04,1098.57,3.69,16.17,466.76,0,2020,Slowdown,1
Manufacturing,Japan,356,26.02,450.79,-15.93,9.1,411.0,0,2025,Slowdown,2
Energy,UK,535,35.86,1479.53,-19.36,1.42,69.73,0,2020,Hiring,1
Finance,India,66,24.23,947.01,4.42,1.31,324.36,1,2025,Slowdown,1
EdTech,UK,49,28.82,478.56,-5.72,8.67,335.78,0,2024,Freeze,2
Finance,Singapore,57,15.86,1304.69,-5.36,-17.28,348.06,0,2026,Slowdown,1
EdTech,Canada,5,1.46,1551.76,9.09,8.14,317.87,0,2021,Slowdown,0
Healthcare,Japan,35,6.65,771.83,-4.39,-8.29,396.18,1,2020,Hiring,2
Finance,Canada,261,39.57,1894.25,3.73,6.63,320.41,0,2025,Slowdown,2
Healthcare,Japan,185,26.18,1050.58,1.76,-0.22,107.48,0,2024,Hiring,1
AI,Australia,322,11.05,195.89,-19.31,8.89,249.38,0,2022,Slowdown,1
FinTech,Singapore,682,39.16,423.42,-2.3,19.26,311.02,0,2024,Freeze,0
EdTech,Germany,324,36.17,223.36,-1.29,-2.68,366.74,0,2025,Freeze,1
AI,Japan,438,36.35,1181.51,-2.01,-32.26,341.19,0,2022,Slowdown,1
EdTech,Germany,329,24.82,596.16,12.26,-3.91,229.24,0,2021,Hiring,2
Finance,UK,173,32.98,340.85,-9.37,-20.94,199.52,0,2022,Freeze,1
Finance,UK,132,10.29,24.13,0.63,3.39,57.92,1,2021,Freeze,1
Retail,Japan,61,16.06,960.12,-4.43,-14.97,125.16,0,2022,Slowdown,2
EdTech,USA,146,11.17,1455.6,5.5,28.43,229.3,0,2023,Slowdown,1
FinTech,Singapore,154,12.77,1290.67,-13.13,-13.16,385.1,0,2024,Freeze,0
Retail,UK,27,9.9,1927.71,7.93,18.7,200.12,0,2022,Hiring,2
Retail,UK,103,22.49,770.67,-2.75,-5.76,89.88,0,2025,Freeze,1
AI,Singapore,33,12.51,406.25,1.64,-6.35,150.98,1,2023,Freeze,0
Finance,USA,284,23.86,1721.65,4.05,19.82,417.05,0,2026,Slowdown,1
FinTech,Singapore,103,17.23,1980.22,-9.07,3.94,296.97,0,2023,Slowdown,1
Finance,Australia,112,20.53,570.42,-14.36,-5.12,194.87,0,2024,Freeze,2
Retail,UK,345,25.03,1406.38,-5.28,11.62,65.69,0,2025,Hiring,2
Tech,Japan,71,21.78,1246.09,4.01,12.86,184.19,0,2026,Hiring,2
EdTech,Singapore,258,13.7,1048.62,5.27,-15.13,260.93,0,2026,Freeze,0
FinTech,Germany,129,7.26,535.41,-7.27,6.2,404.53,0,2022,Hiring,0
Retail,Australia,556,38.68,393.99,-2.28,7.42,361.51,0,2021,Slowdown,0
Retail,India,360,34.34,1400.98,7.75,4.89,92.12,0,2026,Hiring,2
Energy,Canada,144,19.58,1736.25,-14.47,12.96,11.65,0,2024,Freeze,1
Energy,Germany,159,12.6,768.14,-11.6,20.53,186.78,0,2021,Slowdown,2
Tech,Brazil,61,2.41,1845.85,9.41,-3.31,115.33,0,2023,Slowdown,1
FinTech,Canada,79,9.66,1182.56,-2.59,16.0,459.21,0,2025,Freeze,0
Manufacturing,Canada,79,23.35,664.16,-6.58,-15.65,66.49,0,2025,Hiring,0
Healthcare,Singapore,28,2.65,129.8,-15.51,1.63,219.61,1,2026,Freeze,0
EdTech,India,133,7.76,1638.1,-15.47,-28.29,1.39,1,2023,Freeze,2
FinTech,Singapore,177,16.19,1027.87,3.91,17.76,454.23,0,2020,Slowdown,0
Healthcare,Canada,298,33.04,1475.71,10.09,2.17,472.47,0,2026,Slowdown,2
Tech,Australia,123,15.64,157.21,-4.98,11.55,290.65,1,2026,Freeze,1
FinTech,Brazil,341,34.51,1925.5,-6.27,6.24,175.96,1,2022,Hiring,1
Healthcare,USA,238,25.48,469.29,3.19,16.35,103.6,0,2025,Freeze,0
FinTech,USA,1028,37.04,1688.22,-8.24,40.77,194.35,1,2023,Hiring,0
Healthcare,Canada,574,31.45,1322.47,0.02,15.39,2.81,0,2025,Hiring,0
Finance,Germany,161,7.03,1317.29,6.0,-16.48,109.88,0,2022,Hiring,2
Energy,Singapore,505,25.42,1991.94,-1.02,16.2,147.75,0,2023,Slowdown,2
AI,UK,98,24.1,1977.28,-1.79,1.25,342.41,0,2026,Freeze,2
Manufacturing,USA,149,18.85,1728.58,9.61,-9.55,212.36,0,2024,Hiring,0
Tech,Singapore,255,18.05,1444.09,6.96,-22.65,113.0,0,2021,Freeze,1
Finance,Germany,167,23.14,938.87,2.49,5.74,71.05,0,2020,Hiring,0
Manufacturing,Brazil,379,31.99,1909.59,-12.68,-5.21,423.24,0,2025,Hiring,1
Retail,Australia,241,37.9,582.05,-6.46,5.06,193.23,0,2022,Freeze,1
Manufacturing,India,35,2.76,338.63,20.97,8.48,51.05,1,2021,Hiring,0
AI,India,347,22.91,438.89,7.2,32.93,201.16,0,2022,Slowdown,2
Manufacturing,USA,245,19.31,1942.63,-1.46,40.37,266.43,1,2020,Hiring,0
Retail,UK,91,10.91,1812.08,-15.66,5.89,106.24,0,2021,Slowdown,2
Healthcare,Singapore,129,16.56,1731.91,-0.1,11.82,419.86,1,2023,Freeze,0
EdTech,Germany,120,14.29,1368.82,2.0,-11.4,461.57,0,2023,Hiring,0
AI,India,123,23.89,857.57,1.16,14.84,481.82,0,2024,Slowdown,0
Manufacturing,Germany,23,10.89,1913.36,8.67,-1.08,144.37,0,2021,Freeze,0
EdTech,Singapore,355,19.77,1706.41,5.14,-16.78,276.92,0,2023,Slowdown,2
AI,Germany,248,32.98,415.52,-1.53,-5.29,270.81,0,2023,Slowdown,2
AI,India,562,28.94,1839.62,-1.91,-9.97,91.91,0,2026,Slowdown,2
EdTech,Australia,287,10.83,1450.67,1.81,1.35,393.07,0,2022,Hiring,2
Finance,India,113,5.8,954.54,-2.86,-1.09,385.55,0,2023,Slowdown,0
Energy,Japan,32,5.04,1642.47,4.57,-9.2,182.29,0,2020,Freeze,2
Tech,Canada,123,13.13,1263.05,3.3,-9.29,166.52,0,2026,Hiring,0
AI,Brazil,352,21.6,682.46,-9.74,-1.79,180.78,0,2024,Slowdown,2
Tech,Singapore,803,35.81,64.72,-7.13,8.09,94.3,1,2022,Freeze,2
Energy,Brazil,155,11.62,537.36,0.75,4.23,52.89,0,2021,Slowdown,0
Healthcare,Brazil,105,10.32,1518.64,8.2,8.15,284.69,0,2021,Slowdown,2
Energy,Brazil,70,21.74,1085.75,11.0,-16.52,177.86,0,2024,Slowdown,2
Energy,Japan,294,23.77,1276.87,-8.0,-12.39,63.08,0,2020,Slowdown,1
AI,USA,4,1.46,637.63,2.07,-13.53,233.68,0,2021,Freeze,0
EdTech,UK,575,28.71,351.76,2.46,13.03,439.09,0,2023,Slowdown,0
Healthcare,Canada,459,39.73,1169.83,-6.3,13.51,295.21,0,2026,Freeze,0
Retail,USA,74,4.54,1357.55,-3.36,-0.42,122.87,0,2024,Slowdown,1
EdTech,Singapore,7,2.79,1405.42,-12.16,43.39,391.1,0,2024,Hiring,2
Healthcare,UK,316,28.88,1169.99,-3.87,-18.23,441.17,0,2026,Hiring,1
Tech,UK,84,12.34,607.24,-5.09,35.19,305.36,0,2024,Freeze,1
AI,Brazil,45,4.39,1982.73,-5.42,24.36,373.58,0,2020,Freeze,1
Healthcare,UK,688,35.94,1522.2,-9.9,-4.61,297.77,0,2023,Slowdown,1
Tech,Australia,40,7.72,911.74,-3.62,-5.68,194.34,0,2020,Slowdown,1
FinTech,UK,67,34.64,1876.34,-3.8,17.27,262.92,0,2024,Freeze,0
Tech,Brazil,33,8.09,717.64,-2.1,-5.0,381.76,0,2024,Freeze,2
Finance,Japan,382,32.52,366.63,4.78,5.68,331.99,0,2021,Hiring,0
FinTech,India,244,39.68,628.41,-5.39,23.27,167.91,0,2023,Freeze,0
Retail,Germany,328,21.73,620.98,-9.69,-0.07,93.92,0,2026,Hiring,0
Healthcare,Australia,69,4.14,390.06,-0.28,18.73,498.77,0,2026,Slowdown,2
Retail,Germany,98,6.88,1967.19,4.93,-2.9,457.57,0,2021,Hiring,2
FinTech,Brazil,193,14.83,1914.91,-3.6,14.89,456.03,0,2021,Freeze,2
AI,Brazil,279,27.0,1047.02,-14.06,0.95,386.98,0,2026,Hiring,0
AI,USA,731,26.18,59.02,1.04,-12.85,185.65,0,2023,Freeze,1
Manufacturing,India,282,14.93,1831.12,-4.18,10.53,4.57,0,2026,Freeze,2
Retail,Brazil,75,28.2,911.97,-0.27,5.02,177.33,0,2020,Slowdown,1
AI,UK,58,15.21,1183.09,-0.5,29.37,41.47,0,2020,Freeze,1
Manufacturing,Canada,133,21.27,140.21,-25.31,12.15,177.99,1,2026,Slowdown,0
Finance,India,323,18.27,1063.08,-18.56,25.54,64.28,0,2025,Slowdown,1
AI,UK,464,38.47,1537.94,2.26,30.74,174.9,0,2022,Hiring,0
Manufacturing,Singapore,205,38.3,436.14,-4.23,7.7,220.94,0,2025,Freeze,0
Energy,Germany,121,11.98,467.37,-1.34,25.37,177.58,0,2020,Freeze,2
Manufacturing,USA,204,27.07,603.13,-8.71,20.24,281.33,0,2026,Slowdown,1
Energy,Canada,213,39.53,1483.37,4.9,2.95,221.46,0,2020,Slowdown,0
Healthcare,Singapore,192,18.61,1055.28,-8.15,19.34,13.77,0,2020,Freeze,2
Healthcare,Brazil,93,31.15,1897.29,4.69,15.93,465.07,0,2021,Hiring,0
AI,Australia,255,24.47,300.41,-3.23,1.29,86.02,0,2021,Hiring,0
Energy,Brazil,83,14.89,764.05,-9.09,-2.85,42.47,0,2024,Slowdown,0
Retail,USA,129,13.96,1762.2,11.9,27.99,245.73,1,2020,Hiring,2
Manufacturing,USA,171,23.97,1390.26,0.73,-6.59,73.72,0,2020,Freeze,1
EdTech,Brazil,258,23.88,1370.41,-6.6,8.92,394.39,0,2023,Freeze,2
AI,Australia,290,26.04,741.63,7.42,15.91,393.42,1,2024,Slowdown,1
FinTech,Germany,220,34.52,1821.21,-5.53,45.06,267.64,0,2026,Freeze,0
EdTech,Canada,405,39.75,1491.82,-13.46,17.78,119.45,0,2021,Freeze,0
Energy,Australia,184,25.98,1711.51,-10.05,21.6,443.59,0,2023,Freeze,1
Energy,Germany,267,37.77,411.02,2.43,-1.02,10.55,0,2022,Freeze,1
Energy,India,154,12.85,1353.87,-18.93,9.79,64.56,0,2025,Hiring,0
Energy,Japan,127,6.6,1852.34,-3.29,6.11,374.86,0,2026,Hiring,2
Healthcare,Canada,181,15.4,1152.44,-8.01,1.53,249.74,0,2026,Hiring,0
AI,Germany,473,27.98,1840.1,0.29,-3.37,268.1,0,2024,Slowdown,0
Finance,Brazil,145,25.17,1455.15,-8.37,-6.78,54.22,1,2024,Slowdown,2
EdTech,Canada,291,21.0,1370.26,-7.15,8.25,322.4,0,2024,Freeze,2
EdTech,Germany,452,18.2,1199.5,-6.97,-20.0,275.87,0,2022,Slowdown,1
Finance,USA,401,30.32,720.57,-0.66,0.16,71.63,0,2025,Freeze,1
Tech,Brazil,913,36.84,1121.95,0.29,-25.19,146.74,0,2022,Freeze,2
Retail,Brazil,352,23.24,1618.55,-10.82,-22.07,250.23,0,2026,Slowdown,1
Manufacturing,Canada,650,34.15,1251.41,-9.74,21.98,73.22,0,2026,Slowdown,2
Energy,India,41,5.7,63.5,-3.61,24.93,181.4,0,2025,Freeze,1
EdTech,Australia,40,35.04,1334.96,4.09,8.51,484.58,0,2020,Freeze,2
Energy,Canada,398,22.21,652.11,-3.8,17.93,496.2,1,2024,Freeze,0
Healthcare,Canada,116,13.73,651.65,18.14,-4.58,218.21,1,2021,Freeze,1
Healthcare,Japan,524,37.39,596.85,-21.43,1.5,135.17,0,2021,Hiring,2
EdTech,Germany,18,13.36,1930.92,0.45,24.18,428.85,0,2024,Freeze,2
Energy,Japan,255,16.52,1306.26,4.27,-3.63,120.11,0,2022,Freeze,0
Tech,Japan,75,6.43,1696.6,11.68,11.63,204.63,1,2021,Freeze,2
Retail,Australia,650,32.97,845.47,-13.44,42.02,68.2,0,2024,Hiring,1
EdTech,Australia,25,3.12,165.44,-2.66,-22.37,86.23,0,2024,Slowdown,2
Finance,Australia,57,10.36,1441.84,-1.72,13.14,105.27,0,2022,Hiring,0
Finance,UK,291,36.36,363.1,-2.99,-14.94,443.33,0,2022,Slowdown,2
Manufacturing,Japan,24,5.24,943.61,-12.57,19.95,315.91,0,2021,Freeze,2
Finance,Japan,271,32.56,560.92,-2.62,6.35,413.45,1,2024,Slowdown,2
Energy,India,19,1.47,174.17,8.41,19.43,474.85,0,2023,Hiring,2
Manufacturing,Japan,51,3.61,951.34,-7.29,11.31,42.31,1,2025,Hiring,2
FinTech,USA,51,18.37,1135.68,7.79,38.01,479.98,1,2025,Slowdown,0
Finance,Brazil,257,17.34,770.82,6.78,13.91,295.5,0,2024,Hiring,1
Retail,Germany,8,1.11,206.0,-5.37,-6.9,325.94,0,2020,Hiring,1
FinTech,Germany,183,18.6,1604.16,-6.87,2.09,378.44,0,2026,Freeze,0
Energy,UK,652,25.42,463.38,-14.55,6.56,91.22,0,2023,Slowdown,2
Energy,India,123,14.86,1737.8,4.16,-37.26,99.83,0,2020,Hiring,0
EdTech,Brazil,368,34.59,60.26,-23.92,2.8,344.64,0,2025,Slowdown,0
Tech,Canada,312,37.03,1915.29,-4.2,28.0,497.76,0,2020,Hiring,1
Finance,Australia,118,16.93,1485.98,-0.53,6.36,128.45,0,2024,Hiring,0
Retail,Brazil,563,33.1,1443.61,-1.33,27.93,426.03,0,2023,Hiring,1
Energy,India,51,22.17,427.16,-8.32,-0.48,423.72,0,2020,Hiring,2
FinTech,USA,664,34.35,1503.85,-1.65,0.2,227.85,0,2023,Slowdown,1
FinTech,Japan,103,5.88,84.19,-5.58,12.02,488.73,0,2024,Freeze,2
Tech,UK,167,19.79,130.19,-7.31,-1.62,173.08,0,2023,Slowdown,0
Finance,Germany,453,31.32,465.5,-6.24,-5.82,52.2,0,2026,Hiring,2
Retail,Brazil,182,15.93,350.59,-6.88,-15.18,311.22,0,2023,Freeze,2
FinTech,USA,58,4.61,1128.82,2.89,7.22,375.2,0,2023,Slowdown,0
Finance,Brazil,34,3.54,1958.77,-6.0,39.55,351.85,0,2021,Freeze,0
Manufacturing,Japan,203,17.05,163.62,-1.98,11.86,272.78,0,2025,Freeze,1
Energy,Australia,13,5.2,851.98,-1.4,-12.43,135.28,0,2022,Hiring,0
Finance,UK,59,9.54,1153.83,10.28,17.53,110.72,0,2025,Hiring,1
Energy,Germany,65,10.02,1198.09,6.41,2.64,487.49,1,2020,Hiring,0
FinTech,Brazil,172,13.41,326.18,-3.31,31.61,58.67,0,2024,Hiring,2
Manufacturing,Japan,110,14.24,1329.36,19.29,18.57,58.12,0,2020,Freeze,0
Tech,Germany,28,10.07,1040.25,-7.55,39.04,324.53,1,2023,Freeze,0
Healthcare,Germany,461,15.89,1973.52,-1.96,1.45,90.25,1,2023,Hiring,0
AI,Germany,993,39.01,785.37,-3.18,-13.22,169.55,1,2022,Hiring,1
Tech,Brazil,84,12.04,1921.47,11.99,27.48,61.5,0,2025,Hiring,2
Retail,Singapore,98,8.66,1782.73,-0.24,5.32,190.58,1,2024,Slowdown,1
FinTech,Japan,378,25.83,993.54,10.12,-5.27,213.04,1,2021,Hiring,1
AI,Brazil,299,27.91,103.05,-2.49,17.67,238.27,1,2024,Freeze,2
Finance,USA,110,8.73,551.06,-0.97,0.87,439.65,0,2025,Slowdown,2
Tech,Japan,183,17.98,868.17,-2.97,2.52,128.07,0,2020,Slowdown,2
Tech,Singapore,183,20.41,168.27,2.02,-0.4,315.76,0,2026,Freeze,1
Retail,Brazil,194,34.67,1077.86,-15.28,-15.36,196.45,0,2026,Freeze,1
EdTech,India,36,2.78,833.69,8.82,7.32,280.34,0,2024,Slowdown,1
Energy,Germany,238,10.46,1568.51,-7.34,19.15,182.01,0,2022,Freeze,0
Finance,USA,270,35.37,839.05,1.73,-4.66,84.82,1,2020,Hiring,2
Finance,UK,761,27.72,310.35,7.5,3.92,414.5,0,2022,Freeze,0
Healthcare,Australia,324,24.77,1829.19,-13.9,5.44,11.51,0,2025,Hiring,1
FinTech,India,71,31.06,1447.18,-8.54,8.69,22.0,0,2024,Hiring,0
Tech,Germany,87,33.66,1903.76,6.48,-10.54,277.14,1,2023,Freeze,0
FinTech,Brazil,533,36.12,342.78,-6.66,13.2,304.89,0,2025,Hiring,1
FinTech,Brazil,235,36.9,933.93,-11.74,-19.68,442.83,0,2021,Freeze,2
FinTech,Germany,254,31.25,1921.96,-1.0,1.5,18.8,0,2026,Hiring,0
Retail,Australia,167,24.23,540.09,7.9,26.39,177.89,0,2025,Slowdown,1
Retail,Germany,31,10.07,767.97,6.93,-17.56,208.83,0,2022,Freeze,1
Energy,Singapore,48,14.25,1956.0,-15.62,1.12,7.91,0,2021,Hiring,0
EdTech,Germany,93,7.19,1415.88,-12.17,20.04,258.81,0,2025,Slowdown,0
EdTech,Canada,93,39.21,253.6,-7.45,5.58,422.99,0,2024,Slowdown,0
Manufacturing,USA,96,7.27,94.93,8.7,3.39,31.81,0,2025,Freeze,0
EdTech,USA,280,21.54,1678.73,-8.88,12.02,90.74,0,2023,Freeze,2
AI,UK,200,10.19,278.92,5.24,1.42,314.08,0,2026,Slowdown,1
FinTech,Japan,12,1.22,1682.53,-17.04,-8.65,75.58,0,2022,Hiring,0
AI,Germany,75,17.19,933.41,-3.78,-7.92,422.74,0,2026,Freeze,1
EdTech,Canada,172,26.78,916.2,-1.81,10.39,262.6,0,2025,Hiring,2
Finance,Singapore,76,32.53,1823.86,-15.82,-12.27,450.16,0,2024,Hiring,2
EdTech,Brazil,624,27.99,1055.73,-2.17,-19.45,480.29,0,2022,Slowdown,0
FinTech,Brazil,64,28.25,1539.83,-4.05,-8.85,280.56,0,2024,Hiring,1
AI,UK,59,6.68,945.49,1.47,2.68,163.53,1,2025,Slowdown,2
Energy,Brazil,129,5.78,1604.82,-11.78,23.3,363.22,0,2023,Slowdown,2
Retail,Germany,2,1.43,998.35,17.34,-12.97,406.59,1,2025,Freeze,2
Energy,Germany,253,29.39,353.86,-5.07,8.25,170.79,0,2022,Hiring,2
Energy,Japan,280,39.18,1112.67,-9.76,-30.1,13.68,0,2025,Freeze,1
FinTech,USA,286,24.19,1874.77,-1.06,9.11,40.36,1,2023,Freeze,1
Healthcare,Brazil,161,26.59,1405.74,-2.74,-25.14,274.38,0,2025,Slowdown,1
AI,Singapore,28,12.14,922.75,-10.05,5.91,428.7,0,2020,Freeze,1
Healthcare,India,11,2.67,686.28,15.11,-20.06,392.67,0,2025,Hiring,0
Tech,Brazil,188,21.13,428.82,-0.94,-5.7,103.88,0,2025,Slowdown,1
AI,Australia,207,33.4,212.01,0.29,-8.1,234.09,0,2020,Hiring,1
Manufacturing,Japan,100,28.17,189.93,-1.08,10.16,111.36,0,2020,Slowdown,0
FinTech,Japan,515,39.36,475.12,-17.56,31.56,265.32,0,2023,Freeze,0
Energy,Germany,270,35.05,574.17,-5.21,17.04,91.89,0,2021,Freeze,0
Retail,USA,622,35.06,1352.19,-5.94,25.01,413.24,0,2022,Slowdown,2
EdTech,Singapore,68,5.7,1781.43,-16.06,-0.28,400.63,0,2024,Freeze,0
FinTech,Australia,372,37.2,1019.82,-11.95,30.85,318.07,0,2024,Hiring,1
Tech,Germany,284,32.63,1580.85,-2.56,21.29,461.75,0,2021,Slowdown,0
Healthcare,Canada,88,28.3,900.24,-4.07,-17.47,115.64,0,2023,Hiring,1
AI,Japan,528,31.49,1898.67,-7.42,10.5,116.56,0,2026,Freeze,2
Finance,Singapore,74,4.48,1659.8,-15.78,1.31,107.08,0,2023,Slowdown,2
FinTech,Germany,159,16.89,344.84,4.54,11.22,201.76,1,2021,Freeze,2
FinTech,USA,36,6.94,670.94,-13.23,4.28,479.55,0,2025,Freeze,0
Tech,Brazil,95,13.01,215.78,1.07,6.68,86.94,1,2026,Hiring,0
Retail,Singapore,370,30.55,1628.41,-2.22,7.63,55.22,1,2020,Slowdown,1
Healthcare,Japan,349,31.59,1329.93,-6.86,-9.77,456.09,0,2022,Hiring,1
EdTech,Brazil,445,33.97,1226.76,-7.79,-3.92,182.93,1,2026,Freeze,0
Manufacturing,Australia,576,31.81,875.69,-9.83,-32.0,217.71,0,2026,Slowdown,0
Finance,India,554,25.6,864.87,-6.82,-14.96,486.4,0,2023,Freeze,1
Energy,Germany,157,28.25,34.43,3.01,15.67,169.93,0,2021,Hiring,2
Tech,Australia,30,3.84,896.88,-9.7,17.49,53.06,0,2021,Freeze,2
